date,Karlsruhe_Hbf.in,Karlsruhe_Hbf.out,Pforzheim_Hbf.in,Pforzheim_Hbf.out,Mühlacker.in,Mühlacker.out,Stuttgart_Hbf.in,Stuttgart_Hbf.out,Schwäbisch_Gmünd.in,Schwäbisch_Gmünd.out,Aalen_Hbf.in,Aalen_Hbf.out,Ellwangen.in,Ellwangen.out,Crailsheim.in,Crailsheim.out,Ansbach.in,Ansbach.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Erlangen.in,Erlangen.out,Bamberg.in,Bamberg.out,Lichtenfels.in,Lichtenfels.out,Kronach.in,Kronach.out,Ludwigsstadt.in,Ludwigsstadt.out,Saalfeld(Saale).in,Saalfeld(Saale).out,Rudolstadt(Thür).in,Rudolstadt(Thür).out,Jena-Göschwitz.in,Jena-Göschwitz.out,Jena_Paradies.in,Jena_Paradies.out,Naumburg(Saale)Hbf.in,Naumburg(Saale)Hbf.out,Weißenfels.in,Weißenfels.out,Leipzig_Hbf.in,Leipzig_Hbf.out
2024-05-15,-1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,5.0,6.0,7.0,7.0,6.0,7.0,8.0,7.0,6.0,6.0,4.0,3.0,4.0,7.0,9.0,8.0,14.0,14.0,12.0,12.0,13.0,12.0,17.0,16.0,15.0,15.0,14.0,14.0,13.0,12.0,9.0,9.0,10.0,10.0,8.0,-1.0
2024-05-14,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-05-13,-1.0,0.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0
2024-05-12,-1.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,5.0,8.0,9.0,23.0,24.0,23.0,23.0,24.0,24.0,24.0,24.0,20.0,19.0,18.0,18.0,20.0,20.0,20.0,19.0,28.0,28.0,29.0,30.0,30.0,-1.0
2024-05-11,-1.0,17.0,20.0,20.0,19.0,18.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,20.0,18.0,18.0,18.0,16.0,17.0,17.0,17.0,16.0,22.0,22.0,21.0,24.0,25.0,25.0,21.0,20.0,19.0,19.0,20.0,19.0,19.0,18.0,17.0,17.0,17.0,17.0,17.0,-1.0
2024-05-10,-1.0,1.0,1.0,0.0,1.0,19.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,22.0,22.0,22.0,22.0,24.0,24.0,27.0,28.0,37.0,37.0,36.0,37.0,37.0,37.0,43.0,42.0,42.0,42.0,43.0,43.0,44.0,43.0,40.0,41.0,42.0,41.0,41.0,-1.0
2024-05-09,-1.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2024-05-05,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0
2024-05-04,-1.0,3.0,3.0,3.0,1.0,0.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,7.0,6.0,9.0,9.0,9.0,8.0,9.0,8.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,-1.0
2024-05-03,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
2024-05-02,-1.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,7.0,7.0,5.0,5.0,6.0,7.0,9.0,8.0,8.0,8.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,8.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0
2024-04-30,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0
2024-04-26,-1.0,16.0,0.0,0.0,0.0,0.0,7.0,22.0,23.0,23.0,22.0,23.0,22.0,24.0,25.0,25.0,25.0,25.0,24.0,28.0,28.0,29.0,28.0,26.0,31.0,31.0,30.0,30.0,30.0,29.0,24.0,23.0,22.0,22.0,21.0,21.0,20.0,19.0,19.0,19.0,19.0,19.0,18.0,-1.0
2024-04-25,-1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,-1.0
2024-04-24,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0
